epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Br_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Br_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       102, 1566.844,     0.01,       0.00073698,       1.0246e-05,         0.073709,       0.0284,       0.0203,       0.0174,       0.0185,       0.0212,      0.00255,       0.00063049,       6.9613e-08,         0.063049,       0.0257,       0.0179,       0.0187,       0.0194,       0.0204,     0.000263
       103, 1582.071,     0.01,       0.00087126,       2.1562e-05,         0.087148,       0.0305,        0.022,       0.0185,       0.0212,        0.023,      0.00353,       0.00062659,       1.0879e-06,          0.06266,       0.0256,       0.0178,       0.0186,       0.0193,       0.0204,     0.000874
       104, 1597.300,     0.01,       0.00095992,       4.5603e-05,         0.096038,       0.0337,       0.0241,       0.0182,       0.0195,       0.0239,      0.00538,       0.00062203,       1.5156e-07,         0.062204,       0.0256,       0.0178,       0.0186,       0.0193,       0.0203,     0.000358
       105, 1612.563,     0.01,       0.00081941,        3.338e-05,         0.081974,       0.0304,       0.0218,       0.0177,       0.0191,       0.0222,      0.00461,       0.00061693,       1.1857e-07,         0.061693,       0.0255,       0.0177,       0.0186,       0.0192,       0.0203,     0.000315
       106, 1627.830,     0.01,       0.00083798,        1.459e-05,         0.083812,       0.0296,       0.0206,       0.0192,       0.0212,       0.0227,      0.00304,        0.0006158,       7.3936e-08,          0.06158,       0.0254,       0.0177,       0.0185,       0.0192,       0.0202,     0.000256
       107, 1643.063,     0.01,       0.00075963,       1.7041e-05,          0.07598,        0.029,       0.0205,       0.0175,       0.0189,       0.0215,      0.00325,       0.00060885,       9.6092e-07,         0.060886,       0.0253,       0.0176,       0.0184,       0.0191,       0.0201,     0.000812
       108, 1658.381,     0.01,        0.0009251,       3.2529e-05,         0.092543,       0.0332,       0.0237,       0.0178,       0.0191,       0.0235,      0.00455,       0.00060652,       3.5285e-08,         0.060652,       0.0253,       0.0176,       0.0184,       0.0191,       0.0201,     0.000185
       109, 1673.658,     0.01,       0.00080381,       3.5028e-05,         0.080416,         0.03,       0.0209,       0.0181,       0.0194,       0.0221,      0.00472,       0.00060259,       1.0643e-07,         0.060259,       0.0252,       0.0175,       0.0184,        0.019,         0.02,     0.000302
       110, 1688.894,     0.01,       0.00077361,       1.9692e-05,         0.077381,       0.0297,        0.021,       0.0174,       0.0184,       0.0216,      0.00354,       0.00059716,       1.0651e-07,         0.059716,       0.0251,       0.0174,       0.0183,       0.0189,       0.0199,     0.000306
       111, 1704.179,     0.01,        0.0011161,       3.2687e-05,          0.11164,       0.0373,       0.0264,       0.0186,       0.0199,       0.0256,      0.00455,       0.00059816,       3.6848e-07,         0.059816,       0.0251,       0.0174,       0.0183,        0.019,         0.02,     0.000524
       112, 1719.432,     0.01,       0.00078053,       9.1944e-06,         0.078063,       0.0293,       0.0207,       0.0172,       0.0191,       0.0216,      0.00242,       0.00059487,       4.1462e-08,         0.059487,       0.0251,       0.0174,       0.0182,       0.0189,       0.0199,      0.00021
       113, 1734.720,     0.01,        0.0010893,       0.00011979,          0.10905,       0.0366,       0.0243,       0.0195,       0.0214,       0.0254,      0.00873,       0.00059563,       4.8721e-07,         0.059564,       0.0251,       0.0174,       0.0183,       0.0189,       0.0199,     0.000603
       114, 1749.961,     0.01,       0.00075628,       1.3945e-05,         0.075641,       0.0287,       0.0205,       0.0175,       0.0191,       0.0215,      0.00298,       0.00058889,         4.58e-07,          0.05889,        0.025,       0.0173,       0.0182,       0.0188,       0.0198,     0.000566
       115, 1765.191,     0.01,       0.00077685,       1.4492e-05,           0.0777,       0.0297,        0.021,        0.017,       0.0188,       0.0216,      0.00299,       0.00058333,       2.1773e-07,         0.058333,       0.0249,       0.0172,        0.018,       0.0188,       0.0197,     0.000416
       116, 1780.432,     0.01,       0.00078064,       4.0478e-05,         0.078104,       0.0294,       0.0208,       0.0176,       0.0192,       0.0218,      0.00508,       0.00057983,       3.2339e-07,         0.057984,       0.0248,       0.0172,        0.018,       0.0188,       0.0197,     0.000487
       117, 1795.658,     0.01,       0.00082192,       1.6403e-05,         0.082208,       0.0308,        0.022,       0.0175,       0.0185,       0.0222,      0.00322,       0.00057563,         2.45e-07,         0.057563,       0.0247,       0.0171,        0.018,       0.0187,       0.0196,      0.00043
       118, 1810.899,     0.01,       0.00075233,        8.778e-06,         0.075242,        0.029,       0.0205,       0.0171,       0.0188,       0.0213,      0.00235,       0.00057161,       4.5002e-07,         0.057161,       0.0247,        0.017,       0.0179,       0.0186,       0.0196,     0.000579
       119, 1826.145,     0.01,       0.00077756,       1.2412e-05,         0.077768,       0.0292,       0.0207,       0.0176,       0.0194,       0.0218,       0.0028,        0.0005714,       9.3606e-08,          0.05714,       0.0246,        0.017,       0.0179,       0.0186,       0.0195,     0.000281
       120, 1841.377,     0.01,       0.00074099,       2.3903e-05,         0.074122,       0.0287,       0.0203,       0.0172,       0.0186,       0.0212,       0.0039,       0.00056607,       1.1046e-06,         0.056608,       0.0245,       0.0169,       0.0178,       0.0185,       0.0194,     0.000886
       121, 1856.661,     0.01,       0.00081079,       3.7081e-05,         0.081116,       0.0304,       0.0219,       0.0174,       0.0188,       0.0221,      0.00485,       0.00056446,        2.186e-07,         0.056446,       0.0245,       0.0169,       0.0178,       0.0185,       0.0194,     0.000409
       122, 1871.919,     0.01,       0.00072063,       1.8495e-05,         0.072081,       0.0284,       0.0203,        0.017,       0.0179,       0.0209,      0.00343,       0.00056082,       1.7108e-07,         0.056082,       0.0244,       0.0168,       0.0177,       0.0184,       0.0193,     0.000366
       123, 1887.176,     0.01,       0.00076319,       1.0106e-05,         0.076329,       0.0289,       0.0209,       0.0173,        0.019,       0.0215,      0.00254,       0.00055808,       9.6334e-08,         0.055808,       0.0243,       0.0168,       0.0177,       0.0184,       0.0193,     0.000294
       124, 1902.420,     0.01,       0.00078941,       1.1249e-05,         0.078952,       0.0292,       0.0206,       0.0176,       0.0202,       0.0219,      0.00267,       0.00055761,       2.4471e-07,         0.055762,       0.0243,       0.0168,       0.0178,       0.0184,       0.0193,     0.000432
       125, 1917.682,     0.01,       0.00079681,        2.058e-05,         0.079701,       0.0305,       0.0216,       0.0169,       0.0184,       0.0219,      0.00362,       0.00055424,       4.4373e-07,         0.055425,       0.0243,       0.0167,       0.0177,       0.0183,       0.0192,     0.000567
       126, 1932.912,     0.01,       0.00071268,       2.1886e-05,          0.07129,        0.028,       0.0199,       0.0169,       0.0185,       0.0208,      0.00373,       0.00054828,       3.7228e-08,         0.054828,       0.0242,       0.0167,       0.0176,       0.0182,       0.0192,     0.000185
       127, 1948.162,     0.01,       0.00073807,       1.9315e-05,         0.073826,       0.0293,       0.0206,       0.0165,       0.0178,       0.0211,      0.00351,       0.00054515,       1.9307e-07,         0.054516,       0.0241,       0.0166,       0.0175,       0.0181,       0.0191,     0.000391
       128, 1963.437,     0.01,       0.00074169,       1.3746e-05,         0.074183,       0.0294,       0.0208,       0.0165,       0.0176,       0.0211,      0.00295,       0.00054143,       4.4082e-07,         0.054143,       0.0241,       0.0165,       0.0174,       0.0181,        0.019,     0.000568
       129, 1978.713,     0.01,       0.00065041,       8.8057e-06,         0.065049,       0.0269,        0.019,        0.016,       0.0175,       0.0198,      0.00237,       0.00053849,       4.4734e-08,         0.053849,        0.024,       0.0165,       0.0174,        0.018,        0.019,     0.000208
       130, 1993.952,     0.01,       0.00071471,       3.1332e-05,         0.071502,       0.0285,       0.0199,       0.0164,        0.018,       0.0207,      0.00445,       0.00053093,        1.314e-06,         0.053095,       0.0239,       0.0164,       0.0173,        0.018,       0.0189,     0.000946
       131, 2009.216,     0.01,       0.00087419,       2.9088e-05,         0.087448,       0.0322,       0.0226,       0.0176,       0.0191,       0.0229,       0.0043,       0.00053317,       1.8162e-07,         0.053317,       0.0239,       0.0164,       0.0173,        0.018,       0.0189,     0.000382
       132, 2024.476,     0.01,       0.00071025,       3.9006e-05,         0.071064,       0.0283,       0.0199,       0.0168,       0.0179,       0.0207,      0.00498,       0.00053153,        2.162e-07,         0.053154,       0.0238,       0.0163,       0.0174,        0.018,       0.0189,     0.000411
       133, 2039.727,     0.01,       0.00075929,       2.6117e-05,         0.075955,       0.0302,       0.0213,       0.0163,       0.0172,       0.0212,      0.00408,       0.00052832,       4.4333e-08,         0.052832,       0.0238,       0.0163,       0.0172,       0.0179,       0.0188,     0.000208
       134, 2054.953,     0.01,       0.00075797,       3.6435e-05,         0.075833,       0.0285,       0.0197,       0.0178,       0.0202,       0.0215,       0.0048,       0.00052367,       1.6479e-06,         0.052369,       0.0237,       0.0163,       0.0173,       0.0178,       0.0188,      0.00106
       135, 2070.256,     0.01,       0.00067697,       2.9644e-05,         0.067727,       0.0279,       0.0193,       0.0163,       0.0173,       0.0202,      0.00434,       0.00052089,       5.0181e-08,         0.052089,       0.0236,       0.0162,       0.0172,       0.0177,       0.0187,     0.000188
       136, 2085.515,     0.01,       0.00073413,       3.4639e-05,         0.073447,       0.0292,       0.0203,       0.0165,        0.018,        0.021,      0.00469,       0.00051733,       2.6088e-07,         0.051733,       0.0236,       0.0161,       0.0172,       0.0177,       0.0187,     0.000441
       137, 2100.778,     0.01,       0.00089099,       3.1348e-05,         0.089131,       0.0326,       0.0229,       0.0174,       0.0192,        0.023,      0.00445,       0.00051856,       5.1302e-07,         0.051856,       0.0236,       0.0161,       0.0171,       0.0177,       0.0187,     0.000596
       138, 2116.006,     0.01,       0.00068869,       3.5537e-05,         0.068905,       0.0281,       0.0193,       0.0163,       0.0178,       0.0204,      0.00475,       0.00051575,       1.7654e-07,         0.051575,       0.0236,       0.0161,       0.0171,       0.0177,       0.0186,      0.00037
       139, 2131.261,     0.01,       0.00071002,       1.4191e-05,         0.071016,       0.0289,       0.0201,        0.016,       0.0175,       0.0206,        0.003,       0.00051341,       4.0632e-07,         0.051342,       0.0235,        0.016,        0.017,       0.0176,       0.0185,     0.000528
       140, 2146.522,     0.01,       0.00073992,       1.9498e-05,         0.074012,       0.0283,         0.02,       0.0172,       0.0194,       0.0212,      0.00352,       0.00051273,       1.8851e-07,         0.051273,       0.0235,        0.016,       0.0171,       0.0176,       0.0185,     0.000387
       141, 2161.774,     0.01,       0.00067313,       2.0705e-05,         0.067334,        0.028,       0.0196,       0.0159,       0.0168,       0.0201,      0.00362,       0.00050786,         2.57e-07,         0.050786,       0.0234,        0.016,       0.0169,       0.0175,       0.0184,     0.000436
       142, 2177.027,     0.01,       0.00065815,       2.4328e-05,         0.065839,       0.0268,        0.019,       0.0161,       0.0181,         0.02,      0.00393,       0.00050236,       1.2961e-07,         0.050236,       0.0233,       0.0159,       0.0169,       0.0174,       0.0184,     0.000336
       143, 2192.307,     0.01,       0.00071231,       1.9952e-05,         0.071251,       0.0287,       0.0203,       0.0161,       0.0176,       0.0207,      0.00356,       0.00050157,       1.5019e-07,         0.050157,       0.0232,       0.0159,       0.0168,       0.0174,       0.0183,     0.000348
       144, 2207.597,     0.01,       0.00064899,       1.7129e-05,         0.064917,       0.0273,       0.0189,       0.0157,       0.0171,       0.0197,       0.0033,       0.00049746,       2.2413e-07,         0.049746,       0.0232,       0.0158,       0.0167,       0.0174,       0.0183,     0.000413
       145, 2222.848,     0.01,       0.00071004,       1.4049e-05,         0.071018,       0.0282,       0.0194,       0.0167,       0.0187,       0.0208,      0.00299,       0.00049857,       7.6186e-08,         0.049857,       0.0232,       0.0158,       0.0168,       0.0174,       0.0183,     0.000271
       146, 2238.165,     0.01,       0.00070831,         2.58e-05,         0.070856,       0.0283,       0.0196,       0.0166,       0.0184,       0.0207,      0.00403,       0.00049703,       1.5166e-06,         0.049704,       0.0232,       0.0158,       0.0168,       0.0174,       0.0183,     0.000999
