epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_Li_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_Li_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
       439, 8192.209,     0.01,       0.00022749,       6.4481e-06,         0.022756,       0.0172,       0.0119,      0.00864,      0.00935,       0.0118,      0.00207,       0.00019168,       1.0581e-07,         0.019168,        0.015,      0.00991,      0.00943,      0.00968,        0.011,     0.000263
       440, 8210.795,     0.01,        0.0002305,       1.2695e-05,         0.023063,       0.0175,       0.0121,      0.00877,      0.00909,       0.0118,       0.0029,       0.00019042,       4.6885e-08,         0.019042,        0.015,      0.00988,      0.00938,      0.00967,        0.011,     0.000183
       441, 8229.394,     0.01,       0.00024293,       9.4837e-06,         0.024302,       0.0178,       0.0126,      0.00874,       0.0095,       0.0122,       0.0025,       0.00019015,       5.9682e-08,         0.019015,        0.015,      0.00987,       0.0094,      0.00965,        0.011,     0.000204
       442, 8247.985,     0.01,       0.00023466,       1.6479e-05,         0.023483,       0.0175,       0.0121,      0.00868,      0.00959,        0.012,       0.0033,       0.00019022,       1.2205e-07,         0.019022,        0.015,      0.00986,       0.0094,      0.00969,        0.011,     0.000285
       443, 8266.581,     0.01,       0.00025888,       9.1707e-06,         0.025897,       0.0186,       0.0129,      0.00908,      0.00965,       0.0125,      0.00247,       0.00019044,       7.9078e-08,         0.019044,        0.015,      0.00986,       0.0094,      0.00967,        0.011,     0.000227
       444, 8285.164,     0.01,       0.00021999,       6.1416e-06,         0.022005,       0.0169,       0.0117,      0.00868,      0.00924,       0.0116,      0.00202,       0.00018955,       3.2061e-08,         0.018955,        0.015,      0.00986,      0.00938,      0.00959,       0.0109,     0.000151
       445, 8303.796,     0.01,       0.00024312,       2.3255e-05,         0.024336,       0.0178,       0.0124,      0.00888,      0.00979,       0.0122,      0.00393,       0.00018947,       1.0171e-07,         0.018947,        0.015,      0.00985,      0.00936,      0.00962,       0.0109,     0.000259
       446, 8322.381,     0.01,        0.0002562,       1.8843e-05,         0.025639,       0.0185,       0.0127,      0.00918,      0.00944,       0.0125,      0.00353,       0.00018922,       7.5533e-08,         0.018922,        0.015,      0.00986,      0.00935,      0.00962,       0.0109,     0.000225
       447, 8341.007,     0.01,       0.00023025,       1.2752e-05,         0.023037,       0.0174,       0.0119,      0.00902,      0.00917,       0.0119,       0.0029,       0.00018866,       2.5549e-08,         0.018866,       0.0149,      0.00983,      0.00934,       0.0096,       0.0109,     0.000137
       448, 8359.628,     0.01,       0.00024382,       1.1068e-05,         0.024393,       0.0176,       0.0122,      0.00951,      0.00987,       0.0123,      0.00271,       0.00018892,       7.6073e-08,         0.018892,       0.0149,      0.00983,      0.00936,      0.00963,       0.0109,     0.000228
       449, 8378.190,     0.01,       0.00022759,       1.1457e-05,          0.02277,       0.0173,       0.0121,      0.00844,      0.00922,       0.0118,      0.00275,       0.00018872,       4.7336e-08,         0.018872,       0.0149,      0.00982,      0.00938,      0.00961,       0.0109,     0.000181
       450, 8396.742,     0.01,       0.00023428,        1.362e-05,         0.023441,       0.0175,        0.012,      0.00903,      0.00946,        0.012,        0.003,       0.00018875,       4.3276e-08,         0.018875,       0.0149,      0.00982,      0.00937,      0.00969,       0.0109,      0.00017
       451, 8415.369,     0.01,       0.00023372,       9.9949e-06,         0.023382,       0.0175,        0.012,      0.00879,      0.00957,        0.012,      0.00257,       0.00018799,       5.7772e-08,         0.018799,       0.0149,      0.00981,      0.00939,      0.00962,       0.0109,     0.000197
       452, 8433.980,     0.01,       0.00026111,       1.5931e-05,         0.026127,       0.0185,       0.0128,      0.00947,      0.00972,       0.0126,      0.00325,       0.00018743,       2.7996e-08,         0.018743,       0.0149,      0.00979,      0.00937,      0.00958,       0.0109,     0.000138
       453, 8452.547,     0.01,       0.00023482,        9.022e-06,         0.023491,       0.0173,       0.0121,      0.00898,      0.00972,        0.012,      0.00244,       0.00018797,       3.5894e-08,         0.018797,       0.0149,       0.0098,      0.00935,      0.00955,       0.0109,     0.000154
       454, 8471.149,     0.01,       0.00022668,       9.3018e-06,         0.022677,        0.017,       0.0119,      0.00895,      0.00939,       0.0118,      0.00248,       0.00018705,       9.1903e-08,         0.018706,       0.0149,      0.00979,       0.0093,      0.00953,       0.0109,     0.000243
       455, 8489.751,     0.01,       0.00024106,       1.0837e-05,         0.024117,       0.0177,       0.0121,      0.00907,      0.00974,       0.0122,      0.00268,       0.00018817,       9.2554e-08,         0.018817,       0.0149,      0.00979,      0.00932,      0.00957,       0.0109,     0.000243
       456, 8508.380,     0.01,       0.00022429,       1.1989e-05,         0.022441,       0.0171,       0.0118,      0.00863,      0.00929,       0.0117,      0.00281,       0.00018746,       6.2702e-08,         0.018746,       0.0149,      0.00978,      0.00929,      0.00957,       0.0109,     0.000202
       457, 8526.962,     0.01,       0.00023868,       1.2406e-05,          0.02388,       0.0177,       0.0121,      0.00895,      0.00948,       0.0121,      0.00287,       0.00018642,        7.096e-08,         0.018642,       0.0149,      0.00977,      0.00926,      0.00953,       0.0109,     0.000218
       458, 8545.536,     0.01,       0.00027291,       1.6066e-05,         0.027307,       0.0187,        0.013,      0.00963,       0.0106,        0.013,      0.00326,       0.00018784,       3.3887e-08,         0.018784,       0.0149,      0.00979,      0.00926,      0.00965,       0.0109,     0.000149
       459, 8564.147,     0.01,       0.00025749,       1.9634e-05,         0.025768,       0.0184,       0.0127,      0.00926,      0.00977,       0.0125,      0.00361,       0.00018682,       1.3421e-07,         0.018682,       0.0149,      0.00978,      0.00931,      0.00958,       0.0109,     0.000302
       460, 8582.734,     0.01,       0.00023369,       1.3633e-05,         0.023383,       0.0172,       0.0119,      0.00936,      0.00957,        0.012,      0.00301,       0.00018698,       4.1106e-08,         0.018698,       0.0149,      0.00977,      0.00931,      0.00961,       0.0109,     0.000169
       461, 8601.364,     0.01,       0.00022704,       1.5412e-05,          0.02272,       0.0174,       0.0119,      0.00864,       0.0091,       0.0118,      0.00319,       0.00018608,       4.0856e-08,         0.018608,       0.0148,      0.00976,      0.00924,      0.00953,       0.0108,     0.000163
       462, 8619.930,     0.01,       0.00022797,       1.4999e-05,         0.022812,       0.0172,       0.0118,      0.00901,      0.00929,       0.0118,      0.00315,       0.00018726,       4.1736e-08,         0.018726,       0.0148,      0.00974,      0.00934,      0.00952,       0.0109,     0.000167
       463, 8638.493,     0.01,       0.00023555,       8.7758e-06,         0.023564,       0.0175,       0.0121,      0.00889,      0.00956,        0.012,      0.00241,       0.00018612,       6.1754e-08,         0.018612,       0.0148,      0.00974,       0.0093,      0.00953,       0.0108,     0.000203
       464, 8657.078,     0.01,       0.00023448,       1.0131e-05,         0.023459,       0.0177,       0.0121,      0.00857,       0.0093,       0.0119,      0.00259,       0.00018564,       2.6499e-08,         0.018564,       0.0148,      0.00973,      0.00928,      0.00952,       0.0108,     0.000133
       465, 8675.678,     0.01,       0.00022863,       1.1632e-05,         0.022874,       0.0172,       0.0121,      0.00864,      0.00941,       0.0118,      0.00277,         0.000185,       5.3702e-08,           0.0185,       0.0148,      0.00972,      0.00922,      0.00948,       0.0108,     0.000194
       466, 8694.267,     0.01,       0.00021778,       1.3379e-05,         0.021791,       0.0168,       0.0116,      0.00868,      0.00911,       0.0116,      0.00298,       0.00018485,        7.148e-08,         0.018485,       0.0148,      0.00973,      0.00922,      0.00948,       0.0108,     0.000218
       467, 8712.855,     0.01,       0.00024213,       7.7619e-06,         0.024221,       0.0179,       0.0123,      0.00904,      0.00941,       0.0122,      0.00226,       0.00018518,       3.9469e-08,         0.018518,       0.0148,      0.00972,      0.00921,      0.00951,       0.0108,     0.000162
       468, 8731.416,     0.01,       0.00026559,        1.448e-05,         0.026574,       0.0189,       0.0131,      0.00892,      0.00982,       0.0127,      0.00309,       0.00018483,       2.0775e-07,         0.018484,       0.0148,      0.00973,      0.00921,      0.00948,       0.0108,     0.000377
       469, 8750.026,     0.01,         0.000214,       1.2118e-05,         0.021412,       0.0165,       0.0114,      0.00868,      0.00934,       0.0115,      0.00283,       0.00018496,       2.5435e-08,         0.018496,       0.0148,      0.00972,      0.00923,       0.0095,       0.0108,     0.000133
       470, 8768.644,     0.01,       0.00023466,        1.324e-05,          0.02348,       0.0175,       0.0121,      0.00906,      0.00922,        0.012,      0.00295,       0.00018412,       3.6835e-08,         0.018412,       0.0148,      0.00972,      0.00919,      0.00947,       0.0108,     0.000162
       471, 8787.212,     0.01,        0.0002347,        1.528e-05,         0.023485,        0.018,       0.0123,      0.00835,      0.00857,       0.0118,      0.00318,       0.00018389,       2.8524e-08,         0.018389,       0.0148,       0.0097,      0.00919,      0.00943,       0.0108,     0.000139
       472, 8805.804,     0.01,       0.00020665,       5.7926e-06,         0.020671,       0.0164,       0.0114,      0.00833,      0.00877,       0.0112,      0.00196,       0.00018292,       4.9836e-08,         0.018292,       0.0147,      0.00968,      0.00914,      0.00939,       0.0107,      0.00018
       473, 8824.409,     0.01,       0.00021403,       8.3173e-06,         0.021412,       0.0166,       0.0115,      0.00867,      0.00905,       0.0115,      0.00235,       0.00018275,       7.5159e-08,         0.018275,       0.0147,      0.00967,      0.00916,      0.00937,       0.0107,     0.000225
       474, 8843.019,     0.01,       0.00023079,       1.3031e-05,         0.023092,       0.0174,        0.012,      0.00888,      0.00923,       0.0119,      0.00294,       0.00018285,       2.7079e-08,         0.018285,       0.0147,      0.00967,      0.00919,      0.00946,       0.0108,     0.000136
       475, 8861.594,     0.01,       0.00027505,       1.2188e-05,         0.027517,        0.019,       0.0132,      0.00909,       0.0104,       0.0129,      0.00284,       0.00018339,       9.4045e-08,         0.018339,       0.0147,      0.00969,      0.00928,      0.00952,       0.0108,     0.000253
       476, 8880.160,     0.01,       0.00021488,       1.8163e-05,         0.021506,       0.0165,       0.0114,      0.00903,      0.00923,       0.0115,      0.00346,       0.00018255,       2.8562e-08,         0.018255,       0.0147,      0.00967,      0.00916,      0.00938,       0.0107,     0.000139
       477, 8898.745,     0.01,       0.00020896,       9.1256e-06,         0.020905,       0.0167,       0.0114,      0.00836,      0.00867,       0.0113,      0.00246,       0.00018182,       6.0477e-08,         0.018182,       0.0147,      0.00966,      0.00913,      0.00937,       0.0107,       0.0002
       478, 8917.366,     0.01,       0.00023273,       1.1121e-05,         0.023284,       0.0178,       0.0121,      0.00856,      0.00902,       0.0119,      0.00271,       0.00018162,       5.1479e-08,         0.018162,       0.0147,      0.00965,      0.00911,      0.00939,       0.0107,     0.000187
